country,year,di_state,udems_mean,dem_age,dem5,crrncy_crisis,infltn_crisis,banking_crisis,dbagdp,concentration,peer_region_ind,peer_region_mof,kaopen,imf_2,pr_bur,pr_corrupt,pr_invest,pr_law_order,pr_socio_econ,eu1994,eu,gdp_pcapita,time_in_office,legal_duration,frac_deposits_gov_owned,liquid_assets_reserves,capital_assets_ratio,frac_assets_gov_owned,liec,eiec
"Italy",2001,"Special./Indp.",1.448595,55,0,0,0,0,91.55875,.6079022,55.55556,6.666667,2.500014,0,2.708333,2.916667,10.91667,6,8.333333,1,1,20.19,8,29,.099,.0244661,7.1,.17,7,7
"Italy",2002,"Special./Indp.",2.007167,56,0,0,0,0,93.15369,.5553499,55.55556,8.888889,2.500014,0,2.5,2.5,12,4.125,8.5,1,1,19.77,9,29,.099,.0092305,7,.17,7,7
"Italy",2003,"Special./Indp.",2.000722,57,0,0,0,0,96.24419,.6327374,60,11.11111,2.500014,0,2.5,2.5,12,3.166667,8.5,1,1,22.17,10,29,.099,.0086238,6.4,.093,7,7
"Italy",2004,"Special./Indp.",1.566515,58,0,0,0,0,98.14871,.380796,64.44444,11.11111,2.500014,0,2.5,2.458333,12,3.583333,8.5,1,1,26.76,11,29,.099,.0103441,6.4,.093,7,7
"Italy",2005,"Special./Indp.",1.562067,59,0,1,0,0,101.2329,.3046167,64.44444,11.11111,2.500014,0,2.5,2.5,12,4,8.5,1,1,30.55,12,29,.099,.0085156,7.6,.093,7,7
"Italy",2006,"Special./Indp.",2.00433,60,0,0,0,0,105.5403,.3161292,64.44444,11.11111,2.500014,0,2.5,2.5,12,4,8.5,1,1,32.19,13,29,.099,.0097453,7,.093,7,7
"Italy",2007,"Special./Indp.",1.567152,61,0,0,0,0,116.1412,.3542615,66.66666,11.11111,2.500014,0,2.5,2.5,11.70833,4,8.5,1,1,33.61,14,29,.099,.0252202,7.9,.093,7,7
"Japan",1984,"Special./Indp.",1.402129,33,0,0,0,0,190.9648,,4.545455,0,2.500014,0,4,5,11,5,10.33333,0,0,10.15,.5,5,,,,.0115,7,7
"Japan",1985,"Special./Indp.",1.409658,34,0,0,0,0,194.5367,,9.090909,0,2.500014,0,4,5,10.66667,5,9.666667,0,0,11.19,1,5,,,,.0115,7,7
"Japan",1986,"Special./Indp.",1.401421,35,0,0,0,0,203.5264,,9.090909,0,2.500014,0,4,5,10,5,8,0,0,13.45,2,5,,,,.0115,7,7
"Japan",1987,"Special./Indp.",1.402028,36,0,0,0,0,214.0151,,9.090909,0,2.500014,0,4,5,9,5,8.166667,0,0,17.54,3,5,,,,.0115,7,7
"Japan",1988,"Special./Indp.",1.399589,37,0,0,0,0,219.6539,.5978589,9.090909,0,2.500014,0,4,5,10,5,10.5,0,0,24.11,4,5,,,,.0115,7,7
"Japan",1989,"Special./Indp.",1.404709,38,0,0,0,0,225.8486,.5246351,9.090909,0,2.500014,0,4,5,10,5,10.33333,0,0,26.24,.5,5,,,,.0115,7,7
"Japan",1990,"Special./Indp.",1.405523,39,0,0,0,0,226.8176,.4549647,9.090909,0,2.500014,0,4,5,8.833333,5,8.25,0,0,27.16,1,5,,,,.0115,7,7
"Japan",1991,"Special./Indp.",1.172696,40,0,0,0,0,226.4868,.425999,16.66667,0,2.500014,0,4,5,6.666667,5,6.833333,0,0,27.87,2,5,,,,.0115,7,7
"Japan",1992,"Special./Indp.",1.170304,41,0,0,0,1,232.0229,.3061595,16.66667,0,2.500014,0,4,5,5.25,5.5,5.5,0,0,29.74,3,5,,,,.0115,7,7
"Japan",1993,"Special./Indp.",1.156481,42,0,0,0,1,239.7252,.3027902,16.66667,0,2.500014,0,4,5,5,6,6,0,0,32.68,4,5,,,,.0115,7,7
"Japan",1994,"Special./Indp.",1.15457,43,0,0,0,1,245.5687,.3035444,16.66667,0,2.500014,0,4,5,5.416667,6,6.25,0,0,36.04,.5,5,,,,.0115,7,7
"Japan",1995,"Special./Indp.",1.28065,44,0,0,0,1,249.2531,.3040715,16.66667,0,2.23341,0,4,5,6,6,6.333333,0,0,40.65,1,5,,,,.0115,7,7
"Japan",1996,"Special./Indp.",1.166376,45,0,0,0,1,251.8789,.3346953,20.83333,0,2.23341,0,3.916667,5,6.583333,6,7.666667,0,0,41.43,2,5,,,,.0115,7,7
"Japan",1997,"Special./Indp.",1.171275,46,0,0,0,1,234.8191,.3390287,20.83333,4.166667,2.23341,0,3.708333,4.416667,8.166667,6,8.916667,0,0,38.67,3,5,,,,.0115,7,7
"Japan",1998,"Special./Indp.",1.1736,47,0,0,0,1,224.8749,.3254717,20.83333,12.5,2.23341,0,4,2.166667,6.166667,6,7.416667,0,0,32.99,.5,5,,,,.0115,7,7
"Japan",1999,"Special./Indp.",1.171566,48,0,0,0,1,233.7761,.3273076,20.83333,12.5,2.23341,0,4,2.083333,6.083333,6,6.416667,0,0,32.36,1,5,,,,.0115,7,7
"Japan",2000,"Special./Indp.",1.129718,49,0,0,0,1,236.4253,.3531523,25,12.5,2.500014,0,4,3,7.166667,5.083333,7.5,0,0,34.62,2,5,,,4.6,.0115,7,7
"Japan",2001,"Special./Indp.",1.086255,50,0,0,0,1,198.7454,.3890761,25,12.5,2.500014,0,4,3.083333,10.79167,5,8.291667,0,0,35.12,3,5,,.0183353,3.9,.0115,7,7
"Japan",2002,"Special./Indp.",1.086065,51,0,0,0,0,154.3111,.367422,25,12.5,2.500014,0,4,3.5,11.54167,5,7.5,0,0,33.24,4,5,,.0274872,3.3,.0115,7,7
"Japan",2003,"Special./Indp.",1.07924,52,0,0,0,0,153.6923,.3710448,25,12.5,2.500014,0,4,3.5,11.66667,5,7.541667,0,0,33.42,.5,5,,.0380373,3.9,,7,7
"Japan",2004,"Special./Indp.",1.086084,53,0,0,0,0,153.4463,.3736104,29.16667,8.333333,2.500014,0,4,3.5,11.5,5,8.333333,0,0,36.69,1,5,,.0424457,4.2,,7,7
"Japan",2005,"Special./Indp.",1.278842,54,0,0,0,0,154.8165,.4030036,29.16667,8.333333,2.500014,0,4,3.5,11.5,5,9.125,0,0,38.94,2,5,,.043576,4.9,,7,7
"Japan",2006,"Special./Indp.",1.279968,55,0,0,0,0,155.8946,.3880142,41.66667,4.166667,2.500014,0,4,3.5,11.5,5,9.958333,0,0,38.59,3,5,,.0186654,5.3,,7,7
"Japan",2007,"Special./Indp.",1.282816,56,0,0,0,0,153.2922,.4553397,41.66667,4.166667,2.500014,0,4,3,11.5,5,9.416667,0,0,37.77,4,5,,.018685,4.5,,7,7
"Kenya",1984,"No Explicit DI",-.7855867,0,0,0,1,0,27.80141,,0,0,-1.135522,1,1.666667,2,5.5,2.166667,6,0,0,.32,2,4,.1771,,,,4,2
"Kenya",1985,"No Explicit DI",-.8753535,0,0,0,0,1,23.01499,,0,0,-1.135522,1,2.75,3,6.75,4,7,0,0,.31,3,4,.1771,,,,4,2
"Kenya",1986,"No Explicit DI",-.7791712,0,0,0,0,1,22.26117,,0,0,-1.135522,1,3,3,7,4,7,0,0,.34,4,4,.1771,,,,4,2
"Kenya",1987,"No Explicit DI",-.8774134,0,0,0,0,1,24.48173,,0,0,-1.135522,0,3,3,6.666667,4,6.416667,0,0,.38,5,4,.1771,,,,4,2
"Kenya",1988,"Central Bank",-.7789598,0,0,0,0,1,23.81342,,0,0,-1.135522,1,3,3,6.5,4,6,0,0,.41,.5,4,.1771,,,,4,2
"Kenya",1989,"Central Bank",-.8799256,0,0,1,0,1,23.44907,,0,0,-1.135522,1,3,3,6.666667,4,6.083333,0,0,.4,1,4,.1771,,,,4,2
"Kenya",1990,"Central Bank",-.8774341,0,0,0,0,0,23.74811,,0,0,-1.135522,0,3,3,6.5,3,6.333333,0,0,.38,2,4,.1771,,,,4,2
"Kenya",1991,"Central Bank",-.6945671,0,0,1,0,0,24.7237,,0,0,-1.135522,0,3,3,5.416667,3,5.583333,0,0,.35,3,4,.1771,,,,4,2
"Kenya",1992,"Central Bank",-.1870565,0,0,1,1,1,27.55733,.8678212,0,0,-1.831187,0,3,3,6.416667,3,6,0,0,.33,4,4,.1771,,,,4,2
"Kenya",1993,"Central Bank",-.2075379,0,0,1,1,1,27.06091,.7481635,0,0,-1.831187,0,3,3,5.5,3,5.5,0,0,.27,.5,4,.1771,,,,7,7
"Kenya",1994,"Central Bank",-.2580001,0,0,0,1,1,27.71203,.6562816,2.222222,0,-1.831187,0,3,3,5,3.5,5.416667,0,0,.26,1,4,.1771,,,,7,7
"Kenya",1995,"Central Bank",-.3081013,0,0,0,0,1,29.66912,.5810798,2.222222,0,-1.831187,0,3,3,5,4,6,0,0,.27,2,4,.1771,,,,7,7
"Kenya",1996,"Central Bank",-.3041843,0,0,0,0,0,25.41046,.5336048,2.222222,0,1.166992,0,3,3,5,4,5.666667,0,0,.34,3,4,.1771,,,,7,7
"Kenya",1997,"Central Bank",-.2438471,0,0,0,0,0,28.6825,.50732,2.222222,0,1.166992,0,2.583333,2.666667,6.166667,4,4,0,0,.39,4,4,.1771,,,,7,7
"Kenya",1998,"Central Bank",-.0380586,0,0,0,0,0,31.33915,.5611769,2.222222,0,1.166992,0,2,2,7,2.166667,4,0,0,.43,5,4,.1771,,,,7,7
"Kenya",1999,"Central Bank",-.0899407,0,0,1,0,0,33.65267,.574926,2.222222,0,1.166992,0,2,2,6.583333,2,4,0,0,.43,6,4,.1771,,,,7,7
"Kenya",2000,"Central Bank",-.1121591,0,0,0,0,0,33.72778,.600244,2.222222,0,1.166992,0,2,2,6.333333,2,3.5,0,0,.42,7,4,.1771,,12.9,,7,7
"Kenya",2001,"Central Bank",-.0874325,0,0,0,0,0,32.7434,.6098257,2.222222,0,1.166992,0,2,2,8.5,2,2.125,0,0,.4,.5,4,.1771,.1202888,,,7,7
"Kenya",2002,"Central Bank",.3372243,1,1,0,0,0,33.30741,.586988,2.222222,0,1.166992,0,2,2.166667,9,1.583333,1.5,0,0,.39,1,4,.1771,.1017924,,,7,7
"Kenya",2003,"Central Bank",.4266627,2,1,0,0,0,34.43116,.577688,4.444445,0,1.166992,0,2,3.458333,9.416667,1.958333,2,0,0,.41,.5,4,.1771,.0981439,11.8,0,7,7
"Kenya",2004,"Central Bank",.4271176,3,1,0,0,0,33.93163,.5400845,4.444445,0,1.166992,0,2,2.5,9.5,2,2,0,0,.46,1,4,.1771,.1061926,11.9,0,7,7
"Kenya",2005,"Central Bank",.4268133,4,1,0,0,0,32.81598,.5032986,4.444445,0,1.166992,0,2,.9583333,9.5,2.333333,2,0,0,.52,2,4,.1771,.0991501,12.1,0,7,7
"Kenya",2006,"Central Bank",.4242743,5,1,0,0,0,33.93408,.4879609,4.444445,0,1.166992,0,2,.5,9.5,2.5,2,0,0,.57,1,4,.1771,.1006689,12.4,0,7,7
"Kenya",2007,"Central Bank",.3830155,6,0,0,0,0,32.23618,.7933195,4.444445,0,1.166992,0,2,.5,9.5,2.208333,2,0,0,.66,.5,4,.1771,.1216227,12.6,0,7,7
"Korea",1984,"No Explicit DI",-.4043204,0,0,0,0,0,47.15531,,9.090909,0,-1.135522,1,,,,,,0,0,2.19,1,,.0907,,,.297,7,6
"Korea",1985,"No Explicit DI",-.302968,0,0,0,0,1,49.04841,,13.63636,0,-1.135522,1,,,,,,0,0,2.33,2,,.0907,,,.297,7,6
"Korea",1986,"No Explicit DI",-.3479287,0,0,0,0,1,49.21496,,13.63636,0,-1.135522,1,,,,,,0,0,2.7,.5,,.0907,,,.297,7,6
"Korea",1987,"No Explicit DI",.0956116,0,0,0,0,1,47.96969,,13.63636,0,-1.135522,0,,,,,,0,0,3.32,1,,.0907,,,.297,7,6
"Korea",1988,"No Explicit DI",.483047,1,1,0,0,1,46.13638,,13.63636,0,-.0863879,0,,,,,,0,0,4.24,.5,,.0907,,,.297,7,7
"Korea",1989,"No Explicit DI",.712976,2,1,0,0,0,48.53466,,13.63636,0,-.0863879,0,,,,,,0,0,5.04,1,,.0907,,,.297,7,7
"Korea",1990,"No Explicit DI",.7142661,3,1,0,0,0,50.68102,,13.63636,0,-.0863879,0,,,,,,0,0,6,2,,.0907,,,.297,7,7
"Korea",1991,"No Explicit DI",.7175176,4,1,0,0,0,51.2812,1,20.83333,0,-.0863879,0,,,,,,0,0,6.98,3,,.0907,,,.297,7,7
"Korea",1992,"No Explicit DI",.715332,5,1,0,0,0,52.01511,.3242547,20.83333,0,-.0863879,0,,,,,,0,0,7.7,.5,,.0907,,,.297,7,7
"Korea",1993,"No Explicit DI",.7756888,6,0,0,0,0,49.06894,.2688178,20.83333,0,-.0863879,0,,,,,,0,0,8.33,.5,,.0907,,,.297,7,7
"Korea",1994,"No Explicit DI",.7784544,7,0,0,0,0,48.95894,.2602203,20.83333,0,-.0863879,0,,,,,,0,0,9.27,1,,.0907,,,.297,7,7
"Korea",1995,"No Explicit DI",.7734177,8,0,0,0,0,48.6385,.2577839,20.83333,0,-.0863879,0,,,,,,0,0,10.77,.5,,.0907,,,.297,7,7
"Korea",1996,"Special./Indp.",.7766455,9,0,0,0,0,50.74894,.2557155,20.83333,0,-1.135522,0,,,,,,0,0,12.07,1,,.0907,,,.297,7,7
"Korea",1997,"Special./Indp.",.7757803,10,0,1,0,1,55.26223,.2425112,20.83333,4.166667,-1.135522,1,,,,,,0,0,12.19,2,,.0907,,,.297,7,7
"Korea",1998,"Special./Indp.",.8959868,11,0,0,0,1,66.45007,.3832151,20.83333,12.5,-1.135522,1,,,,,,0,0,9.2,.5,,.0907,,,.297,7,7
"Korea",1999,"Special./Indp.",.8765431,12,0,0,0,1,69.58228,.3575445,20.83333,12.5,-1.135522,0,,,,,,0,0,9.22,1,,.0907,,,.297,7,7
"Korea",2000,"Special./Indp.",.5765072,13,0,0,0,1,76.46931,.3786647,25,12.5,-.0863879,0,,,,,,0,0,9.91,2,,.0907,,4.6,.297,7,7
"Korea",2001,"Special./Indp.",.8013794,14,0,0,0,1,83.15472,.4658525,25,12.5,-.0863879,0,,,,,,0,0,10.89,3,,.0907,,4.9,.297,7,7
"Korea",2002,"Special./Indp.",.8035721,15,0,0,0,1,87.78231,.4666503,25,12.5,-.0863879,0,,,,,,0,0,11.83,.5,,.0907,,7.2,.297,7,7
"Korea",2003,"Special./Indp.",.8039238,16,0,0,0,0,94.70245,.4692308,25,12.5,-.0863879,0,,,,,,0,0,12.68,1,,.0907,,7,.188,7,7
"Korea",2004,"Special./Indp.",.8928458,17,0,0,0,0,93.45638,.4769137,29.16667,8.333333,-.0863879,0,,,,,,0,0,14.83,2,,.0907,,8,.188,7,7
"Korea",2005,"Special./Indp.",.8858547,18,0,0,0,0,94.88189,.4529451,29.16667,8.333333,-.0863879,0,,,,,,0,0,16.9,3,,.0907,,9.3,.188,7,7
"Korea",2006,"Special./Indp.",.8934515,19,0,0,0,0,101.4645,.513125,41.66667,4.166667,-.0863879,0,,,,,,0,0,18.95,.5,,.0907,,9.2,.188,7,7
"Korea",2007,"Special./Indp.",.894757,20,0,0,0,0,107.6113,.5268161,41.66667,4.166667,-.0863879,0,,,,,,0,0,21.21,1,,.0907,,9,.188,7,7
"Malaysia",1984,"No Explicit DI",.0439079,0,0,0,0,0,101.3281,,9.090909,0,2.500014,0,3,5,7.5,4.666667,8.666667,0,0,1.98,4,29,0,,,0,6,6
"Malaysia",1985,"No Explicit DI",.0023235,0,0,0,0,1,119.6414,,13.63636,0,2.500014,0,3,5,7.416667,5,7.583333,0,0,1.94,.5,29,0,,,0,6,6
"Malaysia",1986,"No Explicit DI",.0472306,0,0,0,0,1,142.4232,,13.63636,0,2.500014,0,3,4.333333,6,5,6,0,0,1.89,1,29,0,,,0,6,6
"Malaysia",1987,"No Explicit DI",.0493042,0,0,0,0,1,134.6003,,13.63636,0,2.500014,0,2.833333,4,5.083333,5,6.416667,0,0,1.97,2,29,0,,,0,7,7
"Malaysia",1988,"No Explicit DI",-.0260466,0,0,0,0,1,129.6545,,13.63636,0,2.500014,0,2,4,5,4,8.166667,0,0,2.15,3,29,0,,,0,7,7
"Malaysia",1989,"No Explicit DI",.0178436,0,0,0,0,0,131.0876,,13.63636,0,2.500014,0,2,4,5,3,8.666667,0,0,2.25,4,29,0,,,0,7,7
"Malaysia",1990,"No Explicit DI",.0160235,0,0,0,0,0,102.9523,,13.63636,0,2.500014,0,2,4,7.333333,3,9.25,0,0,2.39,5,29,0,,,0,7,7
"Malaysia",1991,"No Explicit DI",.0129835,0,0,0,0,0,76.47989,,20.83333,0,2.500014,0,2,4,9.416667,3,9.833333,0,0,2.55,6,29,0,,,0,7,7
"Malaysia",1992,"No Explicit DI",.015027,0,0,0,0,0,96.36952,,20.83333,0,2.500014,0,2,4,8.25,3,7.75,0,0,2.87,7,29,0,,,0,7,7
"Malaysia",1993,"No Explicit DI",.0146476,0,0,0,0,0,108.661,1,20.83333,0,1.246634,0,2,4,7.25,3.833333,8,0,0,3.22,8,29,0,,,0,7,7
"Malaysia",1994,"No Explicit DI",.0148027,0,0,0,0,0,108.3153,.4195087,20.83333,0,1.246634,0,2,4,7,5,8,0,0,3.58,.5,29,0,,,0,7,7
"Malaysia",1995,"No Explicit DI",.0012572,0,0,0,0,0,116.0779,.4277392,20.83333,0,1.246634,0,2,4,7,5,8,0,0,4.03,1,29,0,,,0,7,7
"Malaysia",1996,"No Explicit DI",-.0017227,0,0,0,0,0,129.6435,.4089868,25,0,.9800299,0,3,4,7.166667,5,7.916667,0,0,4.48,2,29,0,,,0,7,7
"Malaysia",1997,"No Explicit DI",-.0000202,0,0,1,0,1,146.0484,.4419802,25,4.166667,.7134255,0,3,4,8.083333,5,9,0,0,4.6,3,29,0,,,0,7,7
"Malaysia",1998,"Ministry of Finance",-.0382137,0,0,0,0,1,164.2282,.4011101,25,8.333333,.446821,0,3,3.75,6.5,4.916667,7.333333,0,0,3.63,.5,29,0,,,0,7,7
"Malaysia",1999,"Ministry of Finance",-.106282,0,0,0,0,1,152.3823,.4577731,25,8.333333,.1802166,0,3,3,6.833333,3.333333,6,0,0,3.36,1,29,0,,,0,7,7
"Malaysia",2000,"Ministry of Finance",-.0440981,0,0,0,0,1,130.963,.477512,29.16667,8.333333,-.0863879,0,3,3,7.166667,3,5.916667,0,0,3.45,.5,29,0,,8.5,0,7,7
"Malaysia",2001,"Ministry of Finance",-.1073619,0,0,0,0,1,136.5603,.4417481,29.16667,8.333333,-.0863879,0,3,2.666667,8.416667,3,7,0,0,3.54,1,29,0,.121218,8.3,0,7,7
"Malaysia",2002,"Ministry of Finance",-.1071917,0,0,0,0,0,128.0889,.4040658,29.16667,8.333333,-.0863879,0,3,2.5,8.125,3,8,0,0,3.78,2,29,0,.1481809,8.7,0,7,7
"Malaysia",2003,"Ministry of Finance",-.0549449,0,0,0,0,0,123.5142,.398524,29.16667,8.333333,-.0863879,0,3,2.5,8.583333,3,8,0,0,4.16,3,29,0,.1901613,8.5,0,7,7
"Malaysia",2004,"Ministry of Finance",-.0088963,0,0,0,0,0,116.8199,.4099534,33.33333,4.166667,-.0863879,0,3,2.5,9,3.666667,8.833333,0,0,4.74,4,29,0,.2295817,8.2,0,7,7
"Malaysia",2005,"Ministry of Finance",-.003636,0,0,0,0,0,113.7706,.4143727,33.33333,4.166667,-.0863879,0,3,2.416667,9,4,9.416667,0,0,5.2,5,29,0,.2603131,7.7,0,7,7
"Malaysia",2006,"Special./Indp.",-.0059655,0,0,0,0,0,111.6027,.4617078,41.66667,4.166667,-.0863879,0,3,2.375,9,4,9.875,0,0,5.72,6,29,0,.3003163,7.6,0,7,7
"Malaysia",2007,"Special./Indp.",-.0036768,0,0,0,0,0,106.835,.4731561,41.66667,4.166667,-.0863879,0,3,2.833333,9.333333,4,9.875,0,0,6.42,7,29,0,.2896461,7.4,0,7,7
"Mauritius",1984,"No Explicit DI",.8982925,17,0,1,0,0,32.13091,,0,0,-1.135522,1,,,,,,0,0,1.03,2,5,.027,,,0,7,7
"Mauritius",1985,"No Explicit DI",.7872785,18,0,0,0,0,34.45863,,0,0,-1.135522,1,,,,,,0,0,1.07,3,5,.027,,,0,7,7
"Mauritius",1986,"No Explicit DI",.8977228,19,0,0,0,0,37.77913,,0,0,-1.135522,1,,,,,,0,0,1.26,4,5,.027,,,0,7,7
"Mauritius",1987,"No Explicit DI",.8971158,20,0,0,0,0,39.88901,,0,0,-1.135522,0,,,,,,0,0,1.63,5,5,.027,,,0,7,7
"Mauritius",1988,"No Explicit DI",.9381034,21,0,0,0,0,44.08368,,0,0,-1.135522,0,,,,,,0,0,2.07,6,5,.027,,,0,7,7
"Mauritius",1989,"No Explicit DI",.8973674,22,0,0,0,0,47.22407,,0,0,-1.135522,0,,,,,,0,0,2.24,7,5,.027,,,0,7,7
"Mauritius",1990,"No Explicit DI",.891136,23,0,0,0,0,48.02806,,0,0,-1.135522,0,,,,,,0,0,2.44,8,5,.027,,,0,7,7
"Mauritius",1991,"No Explicit DI",1.167524,24,0,0,0,0,45.18689,,0,0,-1.135522,0,,,,,,0,0,2.63,9,5,.027,,,0,7,7
"Mauritius",1992,"No Explicit DI",1.05748,25,0,0,0,0,44.85285,1,0,0,-1.135522,0,,,,,,0,0,3,10,5,.027,,,0,7,7
"Mauritius",1993,"No Explicit DI",1.174488,26,0,0,0,0,50.84714,1,0,0,-.0863879,0,,,,,,0,0,3.12,11,5,.027,,,0,7,7
"Mauritius",1994,"No Explicit DI",1.171488,27,0,0,0,0,56.60291,.9647285,2.222222,0,-.0863879,0,,,,,,0,0,3.23,12,5,.027,,,0,7,7
"Mauritius",1995,"No Explicit DI",1.085681,28,0,0,0,0,62.44777,.9639086,2.222222,0,-.0863879,0,,,,,,0,0,3.47,13,5,.027,,,0,7,7
"Mauritius",1996,"No Explicit DI",1.087395,29,0,0,0,0,61.4935,.9074638,2.222222,0,.1802166,0,,,,,,0,0,3.78,.5,5,.027,,,0,7,7
"Mauritius",1997,"No Explicit DI",1.086024,30,0,1,0,0,62.95156,.8527828,2.222222,0,1.700201,0,,,,,,0,0,3.9,1,5,.027,,,0,7,7
"Mauritius",1998,"No Explicit DI",1.087375,31,0,0,0,0,66.11841,.9099591,2.222222,0,1.966805,0,,,,,,0,0,3.78,.5,5,.027,,,0,7,7
"Mauritius",1999,"No Explicit DI",1.082428,32,0,0,0,0,69.41959,.9245132,2.222222,0,2.23341,0,,,,,,0,0,3.64,1,5,.027,,,0,7,7
"Mauritius",2000,"No Explicit DI",.9560882,33,0,0,0,0,68.38309,.8436555,2.222222,0,1.246634,0,,,,,,0,0,3.87,2,5,.027,,,0,7,7
"Mauritius",2001,"No Explicit DI",1.173213,34,0,0,0,0,69.28182,.8992739,2.222222,0,1.246634,0,,,,,,0,0,3.89,3,5,.027,.0600787,,0,6,7
"Mauritius",2002,"No Explicit DI",1.171883,35,0,0,0,0,74.54591,.8205507,2.222222,0,1.246634,0,,,,,,0,0,3.88,4,5,.027,.0661077,,0,6,7
"Mauritius",2003,"No Explicit DI",1.172734,36,0,0,0,0,86.01236,.7267934,4.444445,0,2.500014,0,,,,,,0,0,4.22,5,5,.027,.0466498,,.024,6,7
"Mauritius",2004,"No Explicit DI",1.391799,37,0,0,0,0,95.32226,.7246214,4.444445,0,2.500014,0,,,,,,0,0,4.99,6,5,.027,.0426793,,.024,6,7
"Mauritius",2005,"No Explicit DI",1.283944,38,0,0,0,0,100.3632,.5788438,4.444445,0,2.500014,0,,,,,,0,0,5.35,7,5,.027,.0323239,,.024,6,7
"Mauritius",2006,"No Explicit DI",1.086065,39,0,0,0,0,98.10748,.6175094,4.444445,0,2.500014,0,,,,,,0,0,5.54,.5,5,.027,.0208805,,.024,7,7
"Mauritius",2007,"No Explicit DI",1.083649,40,0,0,0,0,94.66001,.6606989,4.444445,0,2.500014,0,,,,,,0,0,5.98,1,5,.027,.0259729,,.024,7,7
"Mexico",1984,"No Explicit DI",-.2271298,0,0,1,1,0,30.16568,,0,3.448276,-1.297978,0,2,3,6.083333,4,4.833333,0,0,2.13,2,6,,,,.25,7,7
"Mexico",1985,"No Explicit DI",-.1646982,0,0,1,1,0,29.58125,,3.448276,6.896552,-1.564582,0,1.416667,3,6.5,3.083333,4.25,0,0,2.19,3,6,,,,.25,7,7
"Mexico",1986,"Ministry of Finance",-.2695522,0,0,1,1,0,35.18831,,6.896552,6.896552,-1.831187,1,1,3,4.416667,3,4.083333,0,0,1.92,4,6,,,,.25,7,7
"Mexico",1987,"Ministry of Finance",-.2717435,0,0,1,1,0,34.66989,,6.896552,6.896552,-.7820527,1,1.166667,3,4.75,3,5.083333,0,0,1.79,5,6,,,,.25,7,7
"Mexico",1988,"Ministry of Finance",.0399201,0,0,0,1,0,31.43438,,6.896552,6.896552,-.7820527,0,2,3,6.166667,3,6.25,0,0,1.8,6,6,,,,.25,7,7
"Mexico",1989,"Ministry of Finance",.0795499,0,0,1,1,0,28.02185,.8614109,6.896552,6.896552,-.7820527,0,2,3,7.083333,3,7,0,0,2.15,7,6,,,,.25,7,7
"Mexico",1990,"Central Bank",-.0032014,0,0,0,1,0,27.61936,.8014798,6.896552,6.896552,-.7820527,0,2,3,8,3,8,0,0,2.67,8,6,,,,.25,7,7
"Mexico",1991,"Central Bank",-.0049095,0,0,0,1,0,28.36867,.792952,10.34483,6.896552,-.0863879,0,2,3,8,3,8.083333,0,0,3.15,9,6,,,,.25,7,7
"Mexico",1992,"Central Bank",.0590243,0,0,0,0,0,32.04244,.7639531,10.34483,6.896552,-.0863879,0,2,3,7.416667,3,8.083333,0,0,3.63,10,6,,,,.25,7,7
"Mexico",1993,"Central Bank",.0417097,0,0,0,0,0,35.1294,.6766981,10.34483,6.896552,1.166992,0,2,3,7,3,8,0,0,4.15,11,6,,,,.25,7,7
"Mexico",1994,"Central Bank",.0899199,0,0,1,0,1,40.78765,.6381469,10.34483,6.896552,1.166992,0,2,3,7,3,8,0,0,4.6,12,6,,,,.25,7,7
"Mexico",1995,"Central Bank",.1805594,0,0,1,1,1,42.00915,.6210101,17.24138,6.896552,1.166992,1,2,3,4.583333,3,5.25,0,0,3.81,13,6,,,,.25,6,7
"Mexico",1996,"Central Bank",.1959196,0,0,0,1,1,29.15954,.5835178,17.24138,6.896552,1.166992,1,2,2.5,5.75,3,4.5,0,0,3.66,14,6,,,,.25,6,7
"Mexico",1997,"Central Bank",.2244198,1,1,0,1,1,32.07356,.6802718,17.24138,6.896552,1.166992,0,2.416667,2.416667,7.583333,3,4.583333,0,0,3.72,15,6,,,,.25,6,7
"Mexico",1998,"Central Bank",.2922285,2,1,1,0,1,37.7124,.6833825,20.68966,10.34483,1.166992,0,3,3,8.166667,2.416667,5,0,0,4.02,.5,6,,,,.25,6,7
"Mexico",1999,"Central Bank",.2436202,3,1,0,0,1,35.16414,.5749099,27.58621,17.24138,1.166992,1,3,2,9,2,5,0,0,4.47,1,6,,,,.25,6,7
"Mexico",2000,"Central Bank",.699507,4,1,0,0,1,32.65881,.5734788,27.58621,17.24138,1.166992,1,3,2.833333,9,2,5,0,0,5.11,2,6,,,9.6,.25,6,7
"Mexico",2001,"Central Bank",.7457649,5,1,0,0,0,31.40982,.6621844,34.48276,17.24138,1.166992,0,3,3.416667,10.45833,2,7,0,0,5.58,3,6,,.1234796,9.4,.25,7,7
"Mexico",2002,"Central Bank",.8011896,6,0,0,0,0,29.30741,.6628528,34.48276,24.13793,.117858,0,3,2,11.25,2,8,0,0,6,4,6,,.1634817,9.6,.25,7,7
"Mexico",2003,"Central Bank",.7943864,7,0,0,0,0,26.29837,.6553004,34.48276,24.13793,.117858,0,3,2,11.5,2,8,0,0,6.57,5,6,,.1801304,11.4,,7,7
"Mexico",2004,"Central Bank",.7963232,8,0,0,0,0,24.82166,.6220486,34.48276,24.13793,1.166992,0,3,2,11.5,2.916667,8,0,0,7.41,6,6,,.1773653,11.2,,7,7
